Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,playerid
2003,Erubiel Durazo,Athletics,154,645,21,92,77,1,15.50%,16.30%,0.171,0.283,0.259,0.374,0.43,0.349,113,0.6,11,-16.6,1.6,1413
1988,Gerald Young,Astros,149,655,0,79,37,65,10.10%,10.10%,0.068,0.287,0.257,0.334,0.325,0.303,98,2.1,0.5,-6,1.6,1014376
1998,Darren Lewis,Red Sox,155,672,8,95,63,29,10.40%,14.00%,0.094,0.305,0.268,0.352,0.362,0.324,89,0.6,-8.9,2.2,1.6,286
1978,Terry Whitfield,Giants,149,543,10,70,32,5,6.10%,12.70%,0.111,0.318,0.289,0.335,0.4,0.33,108,-3.1,1.7,-3.9,1.6,1013899
1902,Billy Lush,Beaneaters,120,502,2,68,19,30,15.10%,,0.039,,0.223,0.346,0.262,0.312,94,2.2,-1.3,-0.1,1.6,1007845
1910,Otto Knabe,Phillies,137,597,1,73,44,15,7.90%,7.00%,0.065,0.283,0.261,0.327,0.325,0.322,90,-1.3,-8,3,1.6,1007024
1996,Jose Vizcaino,- - -,144,593,1,70,45,15,5.90%,13.80%,0.066,0.346,0.297,0.341,0.363,0.317,89,-0.3,-9.3,6.6,1.6,577
1940,George Case,Senators,154,720,5,109,56,35,7.20%,5.40%,0.082,0.306,0.293,0.349,0.375,0.336,92,2.3,-5.1,-4.3,1.6,1002033
1918,Shano Collins,White Sox,103,399,1,30,56,7,4.30%,4.80%,0.118,0.287,0.274,0.31,0.392,0.339,108,-0.4,2.8,-0.9,1.6,1002466
1982,Chris Speier,Expos,156,585,7,41,60,1,8.00%,11.50%,0.104,0.28,0.257,0.316,0.36,0.298,88,-2.2,-10.3,6.2,1.6,1012316
1963,Bill Bruton,Tigers,145,594,8,84,48,14,9.90%,11.80%,0.116,0.282,0.256,0.33,0.372,0.316,97,0.4,-1.8,1,1.6,1001600
1967,Willie Davis,Dodgers,143,610,6,65,41,20,4.80%,10.70%,0.111,0.279,0.257,0.295,0.367,0.295,96,2.1,-0.6,-6,1.6,1003088
1978,Omar Moreno,Pirates,155,621,2,95,33,71,13.00%,16.70%,0.068,0.287,0.235,0.339,0.303,0.301,84,5.9,-5.1,0.3,1.6,1009167
1975,Felix Millan,Mets,162,743,1,81,56,1,4.80%,3.80%,0.065,0.293,0.283,0.329,0.348,0.314,94,-2,-6.9,-2,1.6,1008867
2015,Albert Pujols,Angels,157,661,40,85,95,5,7.60%,10.90%,0.236,0.217,0.244,0.307,0.48,0.333,114,-4.9,5.9,-12.2,1.6,1177
1978,Julio Cruz,Mariners,147,634,1,77,25,59,10.90%,10.40%,0.035,0.263,0.235,0.319,0.269,0.28,70,8.1,-13.1,8.4,1.6,1002842
2007,Andre Ethier,Dodgers,153,507,13,50,64,0,9.10%,13.40%,0.168,0.305,0.284,0.35,0.452,0.341,104,0.2,2.8,-2.9,1.6,6265
1944,George Myatt,Senators,140,620,0,86,40,26,8.70%,7.10%,0.058,0.31,0.284,0.357,0.342,0.337,106,1,4.9,-11,1.6,1009413
2002,Juan Encarnacion,- - -,152,644,24,77,85,21,7.10%,17.50%,0.178,0.295,0.271,0.324,0.449,0.335,103,-3.2,-1.1,-3.6,1.6,320
1942,Lou Novikoff,Cubs,128,514,7,48,64,3,4.70%,5.40%,0.116,0.308,0.3,0.337,0.416,0.355,119,0.4,11.2,-11.2,1.6,1009653
1997,Mike Lieberthal,Phillies,134,510,20,59,77,3,8.60%,14.90%,0.196,0.251,0.246,0.314,0.442,0.328,93,-1.1,-5.9,6.2,1.6,959
1920,Harry Heilmann,Tigers,145,602,9,66,89,3,6.50%,5.30%,0.12,0.317,0.309,0.358,0.429,0.369,107,-0.3,5.5,-10.2,1.6,1005590
1998,Chris Gomez,Padres,145,516,4,55,39,1,9.90%,16.90%,0.111,0.321,0.267,0.346,0.379,0.321,97,-1.1,-2.9,3.4,1.6,1208
1971,Del Unser,Senators,153,648,9,63,41,11,9.10%,10.50%,0.1,0.275,0.255,0.325,0.355,0.308,94,0.1,-3.9,-0.5,1.6,1013286
1905,Emil Frisk,Browns,124,493,3,58,36,7,8.50%,,0.075,,0.261,0.342,0.336,0.333,121,-2.3,8.5,-9.7,1.6,1004366
1982,Steve Garvey,Dodgers,162,660,16,66,86,5,3.00%,13.00%,0.136,0.301,0.282,0.301,0.418,0.312,98,-0.2,-1.8,-4.4,1.6,1004557
1998,Cal Ripken,Orioles,161,659,14,65,61,0,7.70%,10.30%,0.118,0.286,0.271,0.331,0.389,0.322,92,-0.9,-7.6,1.4,1.6,1010978
1931,Lew Fonseca,- - -,147,628,3,86,85,7,6.40%,4.60%,0.098,0.325,0.312,0.361,0.41,0.358,104,-1.4,1.8,-8.2,1.6,1004205
1919,Jack Graney,Indians,128,585,1,79,30,7,17.90%,6.70%,0.089,0.254,0.234,0.38,0.323,0.349,101,-2.1,-1.2,-4.2,1.6,1004943
1988,Lloyd Moseby,Blue Jays,128,552,10,77,42,31,12.70%,16.80%,0.129,0.277,0.239,0.343,0.369,0.323,101,2.7,3.3,-6.6,1.6,1009238
1918,Everett Scott,Red Sox,126,481,0,40,43,11,2.50%,3.30%,0.047,0.23,0.221,0.242,0.269,0.249,55,0.3,-22.4,23.8,1.6,1011679
1907,Charlie Jones,Senators,121,478,0,48,37,26,4.60%,,0.078,,0.265,0.304,0.343,0.316,107,2.4,5.6,-7.2,1.6,1006537
1994,Bip Roberts,Padres,105,449,2,52,31,21,8.70%,12.70%,0.077,0.367,0.32,0.383,0.397,0.35,111,1.1,7.3,-5.4,1.6,1011023
2008,Lyle Overbay,Blue Jays,158,630,15,74,69,1,11.70%,18.40%,0.149,0.316,0.27,0.358,0.419,0.344,108,-4.6,1.9,-7.6,1.6,1617
1991,Luis Polonia,Angels,150,662,2,92,50,48,7.90%,11.20%,0.083,0.333,0.296,0.352,0.379,0.33,103,0.5,3.1,-8.9,1.6,1010427
1985,Tom Brunansky,Twins,157,651,27,71,90,5,10.90%,13.20%,0.206,0.236,0.242,0.32,0.448,0.334,102,-0.4,1.2,-6.8,1.6,1001589
2013,Adam Lind,Blue Jays,143,521,23,67,67,1,9.80%,19.80%,0.209,0.324,0.288,0.357,0.497,0.368,132,-6.5,12.7,-14.6,1.6,8027
1942,Roy Weatherly,Indians,128,514,5,61,39,8,6.80%,4.90%,0.11,0.264,0.258,0.31,0.368,0.322,94,-3.5,-7.1,5.3,1.6,1013692
2018,Kyle Seager,Mariners,155,630,22,62,78,2,6.00%,21.90%,0.178,0.251,0.221,0.273,0.4,0.288,84,-2,-13.9,8.8,1.6,9785
1963,Dave Nicholson,White Sox,126,520,22,53,70,2,12.10%,33.70%,0.189,0.312,0.229,0.319,0.419,0.329,111,0.2,6.7,-5.6,1.6,1009558
1933,Luke Sewell,Senators,141,536,2,65,61,7,9.00%,4.50%,0.093,0.275,0.264,0.335,0.357,0.326,87,0.5,-8.6,5.4,1.6,1011767
1935,Jake Powell,Senators,139,604,6,88,98,15,6.10%,6.10%,0.116,0.327,0.312,0.36,0.428,0.362,105,-0.3,4.1,-7.7,1.6,1010489
1907,Bob Unglaub,Americans,139,584,1,49,62,14,3.90%,,0.085,,0.254,0.284,0.338,0.303,94,-0.4,-4.1,0.7,1.6,1013283
1999,Mark McLemore,Rangers,144,664,6,105,45,16,12.50%,11.90%,0.092,0.306,0.274,0.363,0.366,0.331,88,-0.4,-10.8,4.3,1.6,1088
2000,Richie Sexson,- - -,148,607,30,89,91,2,9.70%,26.20%,0.227,0.33,0.272,0.349,0.499,0.364,110,0.5,8.9,-12.5,1.6,709
1901,Hobe Ferris,Americans,138,564,2,68,63,13,4.10%,,0.099,,0.25,0.29,0.35,0.301,77,-0.6,-18.8,14.1,1.6,1004013
2010,Mark Reynolds,Diamondbacks,145,596,32,79,85,7,13.90%,35.40%,0.234,0.257,0.198,0.32,0.433,0.329,96,-1.6,-4.5,2.4,1.6,7619
1966,Sonny Jackson,Astros,150,670,3,80,25,49,6.30%,7.90%,0.042,0.315,0.292,0.341,0.334,0.305,94,5,0.5,-10,1.6,1006313
1941,Mickey Vernon,Senators,138,581,9,73,93,9,7.40%,8.80%,0.143,0.318,0.299,0.352,0.443,0.367,109,0.3,7.5,-12.7,1.6,1013416
1901,Irv Waldron,- - -,141,651,0,102,52,20,5.80%,,0.067,,0.311,0.356,0.378,0.349,104,-1,2.4,-9.2,1.6,1013505
1901,Dan McGann,Cardinals,103,469,6,73,56,17,3.40%,,0.121,,0.272,0.333,0.392,0.344,110,0.3,6.2,-6.2,1.6,1008501
1982,Glenn Hubbard,Braves,145,618,9,75,59,4,9.50%,10.00%,0.102,0.265,0.248,0.324,0.35,0.306,87,-0.4,-9.5,4.4,1.6,1006120
1957,Johnny Temple,Redlegs,145,677,0,85,37,19,13.90%,5.00%,0.057,0.299,0.284,0.387,0.341,0.338,100,2.5,2.4,-7.6,1.6,1012910
1915,Fred Smith,- - -,145,557,5,49,69,23,6.80%,11.50%,0.106,0.272,0.244,0.303,0.351,0.317,91,4.3,-1.6,0.3,1.6,1012141
1997,Johnny Damon,Royals,146,524,8,70,48,16,8.00%,13.40%,0.11,0.309,0.275,0.338,0.386,0.323,89,-1.1,-8.3,6.1,1.6,185
1961,Gary Geiger,Red Sox,140,599,18,82,64,16,14.50%,15.20%,0.174,0.249,0.232,0.349,0.407,0.339,99,1.8,1.3,-4,1.6,1004601
1933,Ski Melillo,Browns,132,532,3,50,79,12,5.50%,3.40%,0.089,0.299,0.292,0.333,0.381,0.332,83,-1.8,-14,11,1.6,1008748
1992,Greg Vaughn,Brewers,141,573,23,77,78,15,10.50%,21.50%,0.182,0.253,0.228,0.313,0.409,0.328,104,-2.9,-0.1,-2.7,1.6,1233
1901,Boileryard Clarke,Senators,110,465,3,58,54,7,4.90%,,0.081,,0.28,0.335,0.36,0.332,93,-1.9,-6.6,6.2,1.6,1002267
1927,Jimmy Welsh,Braves,131,556,9,72,54,11,4.10%,4.90%,0.135,0.291,0.288,0.33,0.423,0.347,103,1.9,4,-5.5,1.6,1013773
1902,Steve Brodie,Giants,109,452,3,37,42,11,4.90%,,0.05,,0.281,0.327,0.332,0.32,104,-1,0.8,-0.7,1.6,1001461
1942,Buddy Hassett,Yankees,132,581,5,80,48,5,5.50%,2.80%,0.08,0.286,0.284,0.325,0.364,0.327,94,-1.2,-5.3,1.3,1.6,1005478
1999,Quilvio Veras,Padres,132,545,6,95,41,30,11.90%,16.10%,0.099,0.332,0.28,0.368,0.379,0.34,102,-1.7,-0.1,-0.6,1.6,1013404
1981,Rick Manning,Indians,103,404,4,47,33,25,9.90%,14.10%,0.092,0.279,0.244,0.318,0.336,0.303,88,3.9,-1.1,4,1.6,1008068
1917,Hank Severeid,Browns,143,544,1,45,57,6,5.10%,3.70%,0.068,0.275,0.265,0.306,0.333,0.31,95,-1.6,-4.4,1.3,1.6,1011761
1978,Roy Howell,Blue Jays,140,601,8,67,61,0,7.30%,13.00%,0.105,0.303,0.27,0.325,0.376,0.319,94,-0.3,-4.3,-0.1,1.6,1006104
1907,Patsy Dougherty,White Sox,148,591,1,69,59,33,6.10%,,0.045,,0.27,0.322,0.315,0.316,109,2.6,7.9,-13.3,1.6,1003430
1907,Doc Casey,Superbas,141,596,0,55,19,16,5.70%,,0.047,,0.231,0.282,0.279,0.279,80,-0.1,-12.6,8.3,1.6,1002038
1965,Dick Green,Athletics,133,536,15,64,55,0,9.30%,20.50%,0.131,0.271,0.232,0.308,0.363,0.304,92,-0.7,-5.9,5,1.6,1004991
1970,John Bateman,Expos,139,557,15,51,68,8,5.00%,13.50%,0.146,0.249,0.237,0.275,0.383,0.287,69,0.1,-21.1,18.1,1.6,1000653
2017,Freddy Galvis,Phillies,162,663,12,71,61,14,6.80%,16.70%,0.127,0.292,0.255,0.309,0.382,0.298,80,0.9,-15.9,10.5,1.6,6609
1910,Fred Beck,Doves,154,607,10,52,64,8,3.10%,9.10%,0.14,0.291,0.275,0.307,0.415,0.348,99,-2,-2.7,-3.1,1.6,1000752
1907,Red Murray,Cardinals,132,520,7,46,46,23,4.60%,,0.105,,0.262,0.301,0.367,0.327,107,1.5,5.5,-8.4,1.6,1009397
1973,Bob Oliver,Angels,151,586,18,51,89,1,5.60%,17.10%,0.147,0.293,0.265,0.311,0.412,0.322,105,0,3.4,-8,1.6,1009774
1926,Charlie Jamieson,Indians,143,628,2,89,45,9,8.40%,3.50%,0.095,0.309,0.299,0.361,0.395,0.356,96,-1.5,-4.6,-2.2,1.6,1006355
2009,Clint Barmes,Rockies,154,604,23,69,76,12,5.10%,20.00%,0.195,0.271,0.245,0.294,0.44,0.316,79,1.7,-13.9,11.1,1.6,1830
1901,Dick Padden,Cardinals,123,541,2,71,62,26,5.70%,,0.076,,0.256,0.315,0.331,0.31,90,1.6,-5.6,2.5,1.6,1009942
1920,Casey Stengel,Phillies,129,504,9,53,50,7,7.50%,6.90%,0.144,0.302,0.292,0.356,0.436,0.371,117,-2.3,7.3,-8,1.6,1012481
1957,Walt Moryn,Cubs,149,624,19,76,88,0,8.00%,14.40%,0.158,0.315,0.289,0.348,0.447,0.352,113,-0.3,9.6,-13,1.6,1009236
1919,Stuffy McInnis,Red Sox,120,490,1,32,58,8,4.70%,2.20%,0.057,0.311,0.305,0.341,0.361,0.335,99,-1.1,-1.6,-0.6,1.6,1008569
1989,George Brett,Royals,124,528,12,67,80,14,11.20%,8.90%,0.149,0.287,0.282,0.362,0.431,0.348,118,1,12.2,-15,1.6,1001400
1974,John Lowenstein,Indians,140,574,8,65,48,36,9.20%,14.80%,0.083,0.274,0.242,0.313,0.325,0.298,85,0.8,-8.4,5.9,1.6,1007790
1976,Rennie Stennett,Pirates,157,682,2,59,60,18,2.80%,4.70%,0.084,0.266,0.257,0.277,0.341,0.282,73,1.2,-19.2,12.9,1.6,1012484
1984,Ron Cey,Cubs,146,580,25,71,97,3,10.50%,18.60%,0.202,0.253,0.24,0.324,0.442,0.336,105,-0.2,2.9,-7.2,1.6,1002108
2017,Adam Duvall,Reds,157,647,31,78,99,5,6.00%,26.30%,0.232,0.29,0.249,0.301,0.48,0.327,97,-0.3,-2.9,-2.1,1.6,10950
2012,Daniel Murphy,Mets,156,612,6,62,65,10,5.90%,13.40%,0.112,0.329,0.291,0.332,0.403,0.318,102,1.9,3.5,-6.7,1.6,4316
2004,Jeff Conine,Marlins,140,579,14,55,83,5,8.30%,13.50%,0.152,0.303,0.28,0.34,0.432,0.334,103,-0.7,1.3,-4.4,1.6,131
1958,Charlie Neal,Dodgers,140,549,22,87,65,7,11.10%,16.60%,0.184,0.268,0.254,0.341,0.438,0.344,101,-0.6,0.3,-2.7,1.6,1009473
2012,Garrett Jones,Pirates,145,515,27,68,86,2,6.40%,20.00%,0.242,0.293,0.274,0.317,0.516,0.352,124,-0.8,13.8,-14.1,1.6,2714
1925,Gene Robertson,Browns,154,681,14,97,76,10,11.90%,4.40%,0.134,0.268,0.271,0.364,0.405,0.36,91,0.5,-8.6,1.8,1.6,1011035
1925,Jimmy Welsh,Braves,122,521,7,69,63,7,3.80%,4.60%,0.128,0.318,0.312,0.35,0.44,0.361,104,0.8,3.6,-4.9,1.6,1013773
1914,Danny Moeller,Senators,151,663,1,83,45,26,10.70%,13.40%,0.074,0.295,0.25,0.341,0.324,0.328,102,-6.1,-4.8,-5.4,1.6,1009021
1942,Mickey Owen,Dodgers,133,484,0,53,44,10,9.10%,3.50%,0.052,0.27,0.259,0.33,0.311,0.312,88,1.8,-4.8,6.1,1.6,1009919
1946,Dick Culler,Braves,134,553,0,70,33,7,11.20%,3.30%,0.044,0.265,0.255,0.342,0.299,0.314,86,1.1,-7.5,6.1,1.6,1002858
1995,Chad Curtis,Tigers,144,670,21,96,67,27,10.40%,13.90%,0.167,0.284,0.268,0.349,0.435,0.346,103,-1.3,1.6,-7.8,1.6,1002898
1997,Joey Cora,Mariners,149,649,11,105,54,6,8.20%,7.60%,0.141,0.308,0.3,0.359,0.441,0.351,108,-1.8,5.1,-11.4,1.6,1002607
1930,Freddy Leach,Giants,126,580,13,90,71,3,3.80%,4.30%,0.154,0.326,0.327,0.361,0.482,0.373,102,0.6,2.6,-5.4,1.6,1007424
1956,Pee Wee Reese,Dodgers,147,648,9,85,46,13,8.60%,10.60%,0.087,0.277,0.257,0.322,0.344,0.305,79,1.4,-14.6,12.1,1.6,1010776
2000,Paul Konerko,White Sox,143,586,21,84,97,1,8.00%,12.30%,0.183,0.31,0.298,0.363,0.481,0.367,113,0.3,10.2,-13.8,1.6,242
1916,Fred Merkle,- - -,135,527,7,51,46,19,7.60%,9.50%,0.1,0.252,0.236,0.308,0.336,0.317,103,2.3,4,-7.1,1.6,1008783
1999,David Bell,Mariners,157,667,21,92,78,7,8.70%,13.50%,0.164,0.282,0.268,0.331,0.432,0.334,97,-0.4,-3,-3.3,1.6,1108
2006,Randy Winn,Giants,149,635,11,82,56,10,7.60%,9.90%,0.134,0.276,0.262,0.324,0.396,0.314,84,-0.1,-13.3,8.5,1.6,1235
1998,Ellis Burks,- - -,142,582,21,76,76,11,10.00%,19.10%,0.204,0.331,0.292,0.365,0.496,0.372,110,-1.3,5.9,-7.8,1.6,372
1996,Todd Zeile,- - -,163,704,25,78,99,1,11.60%,14.80%,0.173,0.278,0.263,0.348,0.436,0.344,105,-0.4,4.1,-9.5,1.6,457
1913,Jack Graney,Naps,148,583,3,56,68,27,8.20%,9.40%,0.099,0.294,0.267,0.335,0.366,0.338,101,1.2,1.9,-5.3,1.6,1004943
2014,Lonnie Chisenhall,Indians,142,533,13,62,59,3,7.30%,18.60%,0.146,0.328,0.28,0.343,0.427,0.34,117,0.6,10.6,-12.8,1.6,7571
1919,Possum Whitted,- - -,113,452,3,47,53,12,4.40%,5.30%,0.11,0.305,0.293,0.327,0.402,0.344,112,0.3,5.6,-4.4,1.6,1013913
1981,Manny Trillo,Phillies,94,387,6,37,36,10,6.70%,9.60%,0.109,0.303,0.287,0.338,0.395,0.333,108,0.5,3.8,-2.3,1.6,1013184
1912,Steve Evans,Cardinals,135,559,6,59,72,11,6.40%,9.10%,0.12,0.306,0.283,0.353,0.403,0.363,107,-1.9,3,-6.6,1.6,1003870
1946,Bob Elliott,Pirates,140,559,5,50,68,6,11.40%,7.90%,0.095,0.281,0.263,0.351,0.358,0.341,100,0.9,0.8,-2,1.6,1003733
2012,Jamey Carroll,Twins,138,537,1,65,40,9,9.70%,12.10%,0.049,0.306,0.268,0.343,0.317,0.299,86,-1.8,-10.4,7.3,1.6,1591
1999,Shannon Stewart,Blue Jays,145,682,11,102,67,37,8.70%,12.20%,0.107,0.336,0.304,0.371,0.411,0.351,103,1.1,3.4,-10.4,1.6,1322
1927,Heinie Manush,Tigers,151,659,6,102,90,12,7.10%,4.40%,0.143,0.306,0.298,0.354,0.442,0.366,102,-1.5,0.4,-7.8,1.6,1008089
1985,Ozzie Guillen,White Sox,150,513,1,71,33,7,2.30%,7.00%,0.086,0.292,0.273,0.291,0.358,0.288,72,-0.3,-17.5,16.4,1.6,1005125
1969,Joe Foy,Royals,145,609,11,72,71,37,12.20%,12.30%,0.108,0.283,0.262,0.354,0.37,0.333,105,2,5.5,-9.2,1.6,1004286
2009,Cody Ross,Marlins,151,604,24,73,90,5,5.60%,20.20%,0.199,0.306,0.27,0.321,0.469,0.342,105,1.1,4.9,-7.9,1.6,1760
1995,Gregg Jefferies,Phillies,114,521,11,69,56,9,6.70%,5.00%,0.142,0.303,0.306,0.349,0.448,0.347,108,-0.5,4.6,-6,1.6,1006379
1983,Larry Bowa,Cubs,147,545,2,73,43,7,6.40%,5.50%,0.072,0.278,0.266,0.312,0.338,0.295,75,0.1,-15.4,13.4,1.6,1001243
1912,Harry Lord,White Sox,151,656,5,81,54,28,7.90%,,0.102,,0.267,0.333,0.368,0.338,103,1,3.4,-9.9,1.6,1007761
2018,Marwin Gonzalez,Astros,145,552,16,61,68,2,9.60%,22.80%,0.162,0.301,0.247,0.324,0.409,0.318,104,-2.7,-0.3,-2.5,1.6,5497
1923,Andy High,Robins,123,489,3,51,37,4,9.60%,2.70%,0.117,0.273,0.27,0.344,0.387,0.344,95,1.5,-1.9,1.1,1.6,1005795
1991,Jim Gantner,Brewers,140,567,2,63,47,4,4.80%,6.00%,0.078,0.298,0.283,0.32,0.361,0.304,89,-1.6,-9.1,6.4,1.6,1004483
1997,Cal Ripken,Orioles,162,686,17,79,84,1,8.20%,10.60%,0.132,0.279,0.27,0.331,0.402,0.323,92,0.3,-6.3,-1.5,1.6,1010978
1917,Cy Williams,Cubs,138,539,5,53,42,8,7.10%,14.50%,0.096,0.281,0.241,0.308,0.338,0.317,96,-1,-3,0.6,1.6,1013981
1973,Chris Chambliss,Indians,155,636,11,70,53,4,9.10%,11.90%,0.117,0.298,0.273,0.342,0.39,0.331,103,-2,0.3,-6.3,1.6,1002119
2011,Ryan Howard,Phillies,152,644,33,81,116,1,11.60%,26.70%,0.235,0.303,0.253,0.346,0.488,0.355,124,-8.2,9.3,-13.8,1.6,2154
1959,Bill White,Cardinals,138,561,12,77,72,15,6.10%,10.90%,0.168,0.321,0.302,0.344,0.47,0.357,110,-0.8,6.3,-10.5,1.6,1013855
1931,Del Bissonette,Robins,152,649,12,90,87,4,9.10%,8.20%,0.141,0.303,0.29,0.354,0.431,0.361,112,0.7,10.5,-14.6,1.6,1000997
1977,Omar Moreno,Pirates,150,533,7,69,34,53,7.10%,19.10%,0.118,0.288,0.24,0.295,0.358,0.289,72,4.4,-13.8,12.4,1.6,1009167
1987,Johnny Ray,- - -,153,650,5,64,69,4,6.80%,7.10%,0.085,0.303,0.289,0.334,0.374,0.312,89,-0.3,-9.6,3.3,1.6,1010727
1977,Warren Cromartie,Expos,155,662,5,64,50,10,5.00%,6.00%,0.113,0.294,0.282,0.321,0.395,0.317,93,1.2,-4.3,-1.5,1.6,1002786
2003,Alex Gonzalez,Cubs,152,601,20,71,59,3,7.80%,20.50%,0.181,0.257,0.228,0.295,0.409,0.306,81,-2.9,-17.3,13.6,1.6,281
1985,Tom Brookens,Tigers,156,522,7,54,47,14,5.20%,14.90%,0.138,0.269,0.237,0.277,0.375,0.29,79,0.7,-12.3,11,1.6,1001476
1963,Leo Cardenas,Reds,158,601,7,42,48,3,3.80%,16.80%,0.09,0.275,0.235,0.27,0.326,0.263,66,-1.1,-23.1,18.3,1.6,1001938
2006,Yuniesky Betancourt,Mariners,157,584,8,68,47,11,2.90%,9.20%,0.115,0.308,0.289,0.31,0.403,0.309,86,-0.8,-11.2,7.3,1.6,8585
1975,Larry Parrish,Expos,145,573,10,50,65,4,4.90%,12.90%,0.135,0.302,0.274,0.314,0.41,0.327,95,-1.1,-4.1,0.4,1.6,1010020
2002,Jay Gibbons,Orioles,136,541,28,71,69,1,8.30%,12.20%,0.235,0.233,0.247,0.311,0.482,0.338,108,-0.2,5.3,-8,1.6,141
1985,Brook Jacoby,Indians,161,662,20,72,87,2,7.30%,18.10%,0.152,0.309,0.274,0.324,0.426,0.331,102,-1,0.3,-7,1.6,1006318
2015,Chase Headley,Yankees,156,642,11,74,62,0,7.90%,21.00%,0.11,0.317,0.259,0.324,0.369,0.307,92,0.2,-6,-0.1,1.6,4720
1993,Eric Young,Rockies,144,565,3,82,42,42,11.20%,7.30%,0.084,0.287,0.269,0.355,0.353,0.323,81,0.6,-12.3,8.2,1.6,716
1985,Lee Lacy,Orioles,121,540,9,69,48,10,7.20%,17.60%,0.116,0.343,0.293,0.343,0.409,0.336,108,0.6,6,-8.6,1.6,1007243
1985,Robin Yount,Brewers,122,527,15,76,68,10,9.30%,10.60%,0.165,0.282,0.277,0.342,0.442,0.345,114,0.2,9,-11.4,1.6,1014396
1911,Mickey Doolan,Phillies,146,574,1,51,49,14,7.70%,11.30%,0.074,0.271,0.238,0.301,0.313,0.299,69,-0.9,-23.1,20,1.6,1003402
1985,Julio Franco,Indians,160,703,6,97,90,13,7.70%,10.50%,0.093,0.313,0.288,0.343,0.381,0.324,97,-1.2,-3.4,-4.9,1.6,87
1991,Delino DeShields,Expos,151,673,10,83,51,56,14.10%,22.40%,0.094,0.305,0.238,0.347,0.332,0.317,100,2.1,2.1,-9.2,1.6,275
1980,Bump Wills,Rangers,146,656,5,102,58,34,7.80%,10.80%,0.097,0.288,0.263,0.322,0.36,0.309,91,3.2,-3.5,-3.6,1.6,1014049
1909,Roy Hartzell,Browns,152,647,0,64,32,14,4.50%,,0.037,,0.271,0.312,0.308,0.306,97,-2,-3.9,-1.2,1.6,1005468
1928,Freddy Leach,Phillies,145,637,13,83,96,4,4.70%,4.70%,0.165,0.305,0.304,0.342,0.469,0.368,100,0.5,0.8,-4.9,1.6,1007424
1919,George Cutshaw,Pirates,139,560,3,49,51,36,5.40%,3.90%,0.078,0.248,0.242,0.287,0.32,0.291,79,4.7,-7,6,1.6,1002913
1950,Grady Hatton,Reds,130,514,11,67,54,6,13.60%,7.60%,0.119,0.265,0.26,0.366,0.379,0.351,99,1,0.1,-0.4,1.6,1005496
1989,Jeff Treadway,Braves,134,514,8,58,40,3,5.80%,7.40%,0.101,0.285,0.277,0.317,0.378,0.312,92,-0.4,-4.8,3.6,1.6,1013169
1994,Wally Joyner,Royals,97,417,8,52,57,3,11.30%,10.30%,0.138,0.331,0.311,0.386,0.449,0.366,116,-0.3,8.3,-6.3,1.6,1006637
1926,Johnny Butler,Robins,147,577,1,54,68,6,9.40%,7.60%,0.08,0.294,0.269,0.346,0.349,0.333,91,0.9,-5.2,3.6,1.6,1001779
1983,Bo Diaz,Phillies,136,516,15,49,64,1,7.40%,11.00%,0.132,0.24,0.236,0.295,0.367,0.297,82,-1.5,-12.1,10.7,1.6,1003261
1984,Jason Thompson,Pirates,154,636,17,61,74,0,13.70%,11.50%,0.134,0.265,0.254,0.357,0.389,0.334,109,-0.1,6.1,-12.1,1.6,1013014
2017,Nicholas Castellanos,Tigers,157,665,26,73,101,4,6.20%,21.40%,0.218,0.313,0.272,0.32,0.49,0.341,112,-2.1,7.9,-15,1.6,11737
2007,Tadahito Iguchi,- - -,135,533,9,67,43,14,10.70%,16.50%,0.133,0.307,0.267,0.347,0.4,0.331,95,3.7,0.1,-2.2,1.6,8581
1988,Mitch Webster,- - -,151,597,6,69,39,22,9.20%,14.60%,0.096,0.3,0.26,0.337,0.356,0.316,100,-1.5,-1.4,-2.4,1.6,1013719
1950,Bill Serena,Cubs,127,503,17,56,61,1,12.90%,14.90%,0.182,0.254,0.239,0.339,0.421,0.349,99,0.1,-0.5,0.5,1.6,1011752
1919,Swede Risberg,White Sox,119,464,2,48,38,19,7.50%,8.20%,0.089,0.278,0.256,0.317,0.345,0.318,87,1.6,-5.5,3.3,1.6,1010984
1990,Chris James,Indians,140,569,12,62,70,4,5.40%,12.50%,0.144,0.326,0.299,0.341,0.443,0.348,116,-0.6,10.1,-12.9,1.6,1006347
1948,Cass Michaels,White Sox,145,558,5,47,56,8,12.40%,7.50%,0.081,0.263,0.248,0.344,0.329,0.325,84,0.5,-10.7,7.6,1.6,1008836
2008,Edwin Encarnacion,Reds,146,582,26,75,68,1,10.50%,17.50%,0.215,0.264,0.251,0.34,0.466,0.352,109,1.2,7.6,-10.4,1.6,2151
1937,Elbie Fletcher,Bees,148,605,1,56,38,3,9.30%,10.60%,0.061,0.278,0.247,0.321,0.308,0.301,81,0.2,-14.1,9.6,1.6,1004150
1991,Dave Magadan,Mets,124,517,4,58,51,1,16.10%,9.70%,0.084,0.28,0.258,0.378,0.342,0.335,113,-0.2,7.3,-9.1,1.6,1007961
